시설명,대표자,연락처,주소,지도자,시설면적,운동종류,장애종류,강의명,시간,요일,강사명,기간,차량지원,장애 지원시설,수강료
한빛체육관,민기남,033-734-7177,강원도 원주시 북원로 2870 2층 한빛체육관(태장동),1명,148 ㎡,태권도,"청각/언어, 지적/자폐",[12월] 태권도,10:30 ~ 11:30,"월,화,수,목,금",민기남,2020.12.01 ~ 2020.12.10,지원,,"80,000"
한사랑태권도장,손정수,02-355-4386,경상남도 밀양시 교동로 6 2층,1명,240 ㎡,태권도,"지체, 청각/언어, 기타",[12월] 태권도교실,13:00 ~ 20:00,"월,화,수,목,금",손정수,2020.12.01 ~ 2020.12.10,지원,,"120,000"
한울광성태권도장,이병선,032-541-7947,인천광역시 계양구 주부토로 522 근주상가2층 한울광성태권도장(계산동),2명,97728 ㎡,태권도,"지체, 청각/언어, 지적/자폐, 기타",[12월] 태권도,19:30 ~ 20:30,"월,화,수,목,금","이병선,,이병선",2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"80,000"
한일경희태권도,홍진,031-662-3223,경기도 평택시 이충로 35번길 24 보람플러스 5층,2명,89 ㎡,태권도,지적/자폐,[12월] 태권도교실,19:00 ~ 22:00,"월,화,수,목,금",홍진,2020.12.01 ~ 2020.12.10,지원,,"130,000"
한진태권도장,김영환,055-221-3947,"경상남도 창원시 마산합포구 월영동로 8 437호(해운동, 대동씨코아)",2명,165 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,18:30 ~ 19:30,"월,화,수,목,금",김영환,2020.12.01 ~ 2020.12.10,미지원,장애인전용 주차구역,"80,000"
함께가자아동발달센터,김인숙,02-6349-7575,서울특별시 도봉구 방학로 165 3층 운동실(방학동),2명,120 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 특수체육,10:00 ~ 17:00,"월,화,수,목,금,토","김현주,,정해주",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,주출입구 단차없음","80,000"
함께가자아동발달센터,김인숙,02-6326-7575,강북구 한천로 1108-1 은승빌딩 4층,3명,100 ㎡,기타종목,"시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 기초체력,15:00 ~ 16:00,"월,화,수,목,금",이영준,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
함께가자아동발달센터,김인숙,02-6326-7575,강북구 한천로 1108-1 은승빌딩 4층,3명,100 ㎡,기타종목,"시각, 청각/언어, 지적/자폐, 기타",[12월] 기초체력,15:00 ~ 18:40,"월,화,수,목,금",이영준,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
함께가자아동발달센터,김인숙,02-6326-7575,강북구 한천로 1108-1 은승빌딩 4층,3명,100 ㎡,기타종목,"시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 생활체육,15:00 ~ 16:10,"월,화,수,목,금",장재혁,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
함께가자아동발달센터,김인숙,02-6326-7575,강북구 한천로 1108-1 은승빌딩 4층,3명,100 ㎡,기타종목,"시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 여가스포츠,14:00 ~ 15:00,"월,화,수,목,금",김정훈,2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","80,000"
함께걷는발달연구소,김소형,055-289-6694,경상남도 창원시 의창구 사림로 63 .,2명,215 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 수영교실,16:00 ~ 17:00,"월,화,수,목,금",하보미,2020.12.01 ~ 2020.12.10,지원,,"80,000"
함께하는우리,박정은,02-907-7726,경기도 고양시 일산동구 대산로 20 501호(정발산동),1명,259 ㎡,볼링,지적/자폐,[12월] 볼링,19:00 ~ 19:40,"목,금",김지영,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인전용 주차구역","80,000"
합기도 비천관,이주현,053-614-4144,대구광역시 달성군 논공읍 남리3길 2 남1리 617-43,2명,131 ㎡,합기도,"청각/언어, 지적/자폐, 기타",[12월] 합기도&호신술/특수체육,13:30 ~ 15:20,"월,수,금","이주현,,이상수",2020.12.01 ~ 2020.12.10,미지원,,"120,000"
합기도 월드도장,송영성,042-272-3198,대전광역시 중구 대종로 135 2층(호동),3명,200 ㎡,합기도,"지체, 청각/언어, 지적/자폐, 기타",[12월] 합기도,14:00 ~ 22:00,"월,화,수,목,금",송영성,2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"80,000"
"합기도, 우슈, 킥복싱 대륜관",김헌욱,054-834-8392,경북 의성군 의성읍 문소3길 44 3층 합기도우슈킥복싱 대륜관,2명,215 ㎡,합기도,"청각/언어, 지적/자폐",[12월] 합기도.킥복싱,08:30 ~ 22:00,"월,화,수,목,금",김헌욱,2020.12.01 ~ 2020.12.10,지원,,"120,000"
합기도하늘체육관,윤광석,063-841-9008,"전북 익산시  모현동 1가 262-7 전북 익산시 고현로89,301호 합기도하늘체육관",2명,157 ㎡,합기도,"지체, 지적/자폐",[12월] 합기도,15:10 ~ 21:00,"월,화,수,목,금","장진신,,윤광석",2020.12.01 ~ 2020.12.10,지원,,"80,000"
해누리센터,이상욱,031-613-1002,경기도 화성시 10용사로 316 5층 해누리센터(능동),3명,258 ㎡,기타종목,"지체, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 특수체육,10:00 ~ 20:30,"월,화,수,목,금","지하나,,구자민",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역","45,000"
해동검도,이영진,053-633-8304,대구광역시 달서구 학산남로 6 2층 해동검도(상인동),2명,231 ㎡,검도,"시각, 청각/언어",[12월] 해동검도,11:00 ~ 12:30,토,이영짓,2020.12.01 ~ 2020.12.10,미지원,"주출입구 단차없음,시각장애인 편의서비스","80,000"
해동검도 산정도장,박태응,02-959-3936,광주 광산구 손재로 110번길30 .3층,2명,130 ㎡,기타종목,"지체, 시각, 청각/언어",[12월] 해동검도,14:00 ~ 22:00,"월,화,수,목,금","박서현,,박태응",2020.12.01 ~ 2020.12.10,지원,,"80,000"
해동검도 신평도장,정민호,051-208-3155,부산광역시 사하구 장평로 287 올마켓 위 큰나무정형외과 內 (신평동),1명,240 ㎡,검도,지적/자폐,[12월] 해동검도,14:00 ~ 15:00,"월,수,금",졍민호,2020.12.01 ~ 2020.12.10,지원,,"80,000"
해동검도(거제),장인명,055-687-9093,경상남도 거제시 국산로 167 영진엘러빌 105호,명, ㎡,검도,지적/자폐,[12월] 검도교실,17:30 ~ 18:30,"월,화,수,목,금",장인명,2020.12.01 ~ 2020.12.10,지원,,"80,000"
해동검도(창원),,055-288-0206,경남 창원시 의창구 봉곡동 61-10 ,명, ㎡,검도,지적/자폐,[12월] 검도수업,10:00 ~ 21:00,"월,화,수,목,금",권은정,2020.12.01 ~ 2020.12.10,미지원,,"130,000"
해동검도제일도장,문승영,061-726-7002,"전라남도 순천시 오천4길 21 상가2층해동검도 제일도장(오천동, 골드클래스)",1명,180 ㎡,검도,"청각/언어, 지적/자폐, 기타",[12월] 검도,14:30 ~ 22:10,"월,화,수,목,금",문승영,2020.12.01 ~ 2020.12.10,지원,장애인전용 주차구역,"80,000"
해동이국민체육센터,조강숙,055-311-9265,경상남도 김해시 삼계로 136 해동이국민체육센터(삼계동),3명,2684 ㎡,수영,"지체, 지적/자폐, 뇌병변, 기타",[12월] 수영+헬스(장애인재활),18:00 ~ 18:50,"월,화,수,목,금","함태호,,김동한,송화종,김성렬",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","33,360"
해동이국민체육센터,조강숙,055-311-9265,경상남도 김해시 삼계로 136 해동이국민체육센터(삼계동),3명,2684 ㎡,수영,"지체, 지적/자폐, 뇌병변, 기타",[12월] 중증장애 성인반,13:00 ~ 13:50,"월,목","김동한,,함태호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","33,360"
해동이국민체육센터,조강숙,055-311-9265,경상남도 김해시 삼계로 136 해동이국민체육센터(삼계동),3명,2684 ㎡,수영,"지체, 지적/자폐, 뇌병변, 기타",[12월] 중증장애 성인반,13:00 ~ 13:50,"화,금","김동한,,함태호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","33,360"
해동이국민체육센터,조강숙,055-311-9265,경상남도 김해시 삼계로 136 해동이국민체육센터(삼계동),3명,2684 ㎡,수영,"지체, 지적/자폐, 뇌병변, 기타",[12월] 지적장애인반1(성인),16:00 ~ 16:50,"월,화,수,목,금","김동한,,함태호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","33,360"
해동이국민체육센터,조강숙,055-311-9265,경상남도 김해시 삼계로 136 해동이국민체육센터(삼계동),3명,2684 ㎡,수영,"지체, 지적/자폐, 뇌병변, 기타",[12월] 지적장애인반1(어린이),16:00 ~ 16:50,"월,화,수,목,금","김동한,,함태호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","33,360"
해동이국민체육센터,조강숙,055-311-9265,경상남도 김해시 삼계로 136 해동이국민체육센터(삼계동),3명,2684 ㎡,수영,"지체, 지적/자폐, 뇌병변, 기타",[12월] 지적장애인반1(청소년),16:00 ~ 16:50,"월,화,수,목,금","김동한,,함태호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","33,360"
해동이국민체육센터,조강숙,055-311-9265,경상남도 김해시 삼계로 136 해동이국민체육센터(삼계동),3명,2684 ㎡,수영,"지체, 지적/자폐, 뇌병변, 기타",[12월] 지적장애인반2 (성인),17:00 ~ 17:50,"월,화,수,목,금","김동한,,함태호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","33,360"
해동이국민체육센터,조강숙,055-311-9265,경상남도 김해시 삼계로 136 해동이국민체육센터(삼계동),3명,2684 ㎡,수영,"지체, 지적/자폐, 뇌병변, 기타",[12월] 지적장애인반2 (어린이),17:00 ~ 17:50,"월,화,수,목,금","김동한,,함태호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","33,360"
해동이국민체육센터,조강숙,055-311-9265,경상남도 김해시 삼계로 136 해동이국민체육센터(삼계동),3명,2684 ㎡,수영,"지체, 지적/자폐, 뇌병변, 기타",[12월] 지적장애인반2 (청소년),17:00 ~ 17:50,"월,화,수,목,금","김동한,,함태호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","33,360"
해동이국민체육센터,조강숙,055-311-9265,경상남도 김해시 삼계로 136 해동이국민체육센터(삼계동),3명,2684 ㎡,수영,"지체, 지적/자폐, 뇌병변, 기타",[12월] 지적장애인반3 (어린이),18:00 ~ 18:50,"월,화,수,목,금","김동한,,함태호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","33,360"
해동이국민체육센터,조강숙,055-311-9265,경상남도 김해시 삼계로 136 해동이국민체육센터(삼계동),3명,2684 ㎡,수영,"지체, 지적/자폐, 뇌병변, 기타",[12월] 지적장애인반3(성인반),18:00 ~ 18:50,"월,화,수,목,금","김동한,,함태호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","33,360"
해동이국민체육센터,조강숙,055-311-9265,경상남도 김해시 삼계로 136 해동이국민체육센터(삼계동),3명,2684 ㎡,수영,"지체, 지적/자폐, 뇌병변, 기타",[12월] 지적장애인반3(청소년),18:00 ~ 18:50,"월,화,수,목,금","김동한,,함태호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","33,360"
해동이국민체육센터,조강숙,055-311-9265,경상남도 김해시 삼계로 136 해동이국민체육센터(삼계동),3명,2684 ㎡,수영,"지체, 지적/자폐, 뇌병변, 기타",[12월] 지체장애 성인반,13:00 ~ 13:50,"월,목","김동한,,함태호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","33,360"
해동이국민체육센터,조강숙,055-311-9265,경상남도 김해시 삼계로 136 해동이국민체육센터(삼계동),3명,2684 ㎡,수영,"지체, 지적/자폐, 뇌병변, 기타",[12월] 지체장애 성인반,13:00 ~ 13:50,"월,화,목,금","김동한,,함태호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","33,360"
해동이국민체육센터,조강숙,055-311-9265,경상남도 김해시 삼계로 136 해동이국민체육센터(삼계동),3명,2684 ㎡,수영,"지체, 지적/자폐, 뇌병변, 기타",[12월] 지체장애 성인반,13:00 ~ 13:50,"화,금","김동한,,함태호",2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,휠체어 대여,시각장애인 편의서비스,청각장애인 편의서비스","33,360"
해든누리,김해돋이,02-7857-0315,경기도 김포시 김포한강3로 287 2층 해든누리(장기동),2명,238 ㎡,기타종목,"지체, 청각/언어, 지적/자폐",[12월] 특수체육,12:00 ~ 12:50,"월,화,수,목,금","김해돋이,,이한나",2020.12.01 ~ 2020.12.10,미지원,"장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음","50,000"
해맑은태권도장,황병선,02-2065-0887,서울특별시 강서구 강서로31길 52 2층 해맑은태권도장(화곡동),2명,73 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변",[12월] 태권도,14:00 ~ 10:00,"월,화,수,목,금",황병선,2020.12.01 ~ 2020.12.10,미지원,,"80,000"
해바라기아동교육센터,고동균,031-967-6976,경기 고양시 덕양구 호국로777(대근빌딩) 대근빌딩 2.3층,2명,140 ㎡,배드민턴,"지체, 지적/자폐, 뇌병변",[12월] 배드민턴,09:00 ~ 19:00,토,고동균,2020.12.01 ~ 2020.12.10,지원,,"80,000"
해바라기아동교육센터,고동균,031-967-6976,경기 고양시 덕양구 호국로777(대근빌딩) 대근빌딩 2.3층,2명,140 ㎡,기타종목,"지체, 지적/자폐, 뇌병변",[12월] 줄넘기,09:00 ~ 19:00,토,이희재,2020.12.01 ~ 2020.12.10,지원,,"80,000"
해봄아동청소년발달센터,박미정외 1인(서영선),02-352-5857,"서울특별시 은평구 진관2로 29-21 드림스퀘어 802, 810호 해봄아동청소년발달센터(진관동)",3명,247 ㎡,기타종목,"청각/언어, 지적/자폐, 기타",[12월] 특수체육,10:00 ~ 20:00,"월,화,수,목,금,토",서영선,2020.12.01 ~ 2020.12.10,미지원,"장애인 화장실,장애인용 엘리베이터,장애인전용 주차구역,주출입구 단차없음,시각장애인 편의서비스","180,000"
해심검도관,김창훈,051-557-1112,동래구 충렬대로 125번길 6 지하1층 해심검도관,2명,300 ㎡,검도,"지체, 지적/자폐, 기타",[12월] 주말 검도,02:00 ~ 03:30,토,김창훈,2020.12.01 ~ 2020.12.10,지원,,"80,000"
해심검도관,김창훈,051-557-1112,동래구 충렬대로 125번길 6 지하1층 해심검도관,2명,300 ㎡,검도,"지체, 시각, 지적/자폐",[12월] 주중 검도,14:00 ~ 15:00,"월,수,금",김창훈,2020.12.01 ~ 2020.12.10,지원,,"80,000"
해오름태권도장,박명찬,042-272-2712,대전시 중구 석교동65-19 한라빌딩2층,2명,270 ㎡,기타종목,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 줄넘기,18:30 ~ 19:30,"월,화,수,목,금",박준호,2020.12.01 ~ 2020.12.10,지원,,"90,000"
해오름태권도장,박명찬,042-272-2712,대전시 중구 석교동65-19 한라빌딩2층,2명,270 ㎡,태권도,"지체, 시각, 청각/언어, 지적/자폐, 뇌병변, 기타",[12월] 태권도,17:00 ~ 22:00,"월,화,수,목,금",박명찬,2020.12.01 ~ 2020.12.10,지원,,"90,000"
